Account No,Recorder ID,Date,12:30 AM kWH,1:00 AM kWH,1:30 AM kWH,2:00 AM kWH,2:30 AM kWH,3:00 AM kWH,3:30 AM kWH,4:00 AM kWH,4:30 AM kWH,5:00 AM kWH,5:30 AM kWH,6:00 AM kWH,6:30 AM kWH,7:00 AM kWH,7:30 AM kWH,8:00 AM kWH,8:30 AM kWH,9:00 AM kWH,9:30 AM kWH,10:00 AM kWH,10:30 AM kWH,11:00 AM kWH,11:30 AM kWH,12:00 PM kWH,12:30 PM kWH,1:00 PM kWH,1:30 PM kWH,2:00 PM kWH,2:30 PM kWH,3:00 PM kWH,3:30 PM kWH,4:00 PM kWH,4:30 PM kWH,5:00 PM kWH,5:30 PM kWH,6:00 PM kWH,6:30 PM kWH,7:00 PM kWH,7:30 PM kWH,8:00 PM kWH,8:30 PM kWH,9:00 PM kWH,9:30 PM kWH,10:00 PM kWH,10:30 PM kWH,11:00 PM kWH,11:30 PM kWH,12:00 AM kWH
3684388535,30095364,1/12/2023,0.3,0.5,0.3,0.3,0.7,0.3,0.3,0.6,0.3,0.7,2.2,3.1,1.3,0.4,0.3,0.3,0.5,0.5,0.3,0.4,0.7,0.3,0.3,0.3,0.3,0.6,0.3,0.2,0.2,0.2,0.6,0.3,0.3,0.4,0.6,0.1,0.1,0.2,0.4,0.1,0.2,0.2,0.1,0.6,0.3,0.3,0.3,0.5
3684388535,30095364,1/11/2023,0.3,0.4,0.4,0.3,0.6,0.4,0.4,0.9,0.4,0.4,2.9,2.5,0.9,0.7,0.4,0.5,0.8,0.9,0.3,0.5,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.2,0.3,0.5,0.3,0.3,0.4,0.2,0.3,0.4,0.6,0.7,3.4,1.6,1.4,2.5,2.7,1.7,1.3,0.7,0.6
3684388535,30095364,1/10/2023,0.4,0.5,0.4,0.5,0.4,0.5,0.5,0.6,0.5,0.5,2.9,0.9,1,1.9,0.3,0.8,0.3,0.5,0.5,0.6,0.4,0.5,0.2,0.6,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.2,0.4,0.2,0.3,0.3,0.7,0.5,0.8,0.5,0.6,0.5,0.4,0.3,0.4,0.6
3684388535,30095364,1/9/2023,0.7,0.3,0.3,0.5,0.3,0.5,0.5,0.3,0.4,0.3,2.6,2.5,2.8,2,0.5,0.3,0.2,0.5,0.2,0.2,0.1,0.3,0.1,0,0.1,0.1,0.2,0.3,0,0.2,0.3,0.2,0.5,0.2,0.2,0.5,0.3,0.3,0.2,1.5,1,0.7,1.6,1.4,0.9,0.3,0.4,0.2
3684388535,30095364,1/8/2023,0.5,0.6,0.3,0.4,0.5,0.3,0.8,0.5,0.5,0.3,0.6,0.4,0.8,0.4,0.7,0.5,0.9,0.5,2.9,1.1,0.6,0.5,0.3,0.4,0.8,0.3,0.4,1,1,1,1.9,0.4,0.1,0.3,1.7,0.6,0.3,1.1,0.5,0.6,0.3,0.3,0.7,0.4,0.5,0.4,0.5,0.3
3684388535,30095364,1/7/2023,0.1,0.2,0.5,0.2,0.2,0.3,0.2,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.3,0.4,0.4,0.2,0.6,1.4,1.5,0.4,0.5,0.5,1.9,2.4,1.3,2.5,2.8,1.6,0.6,0.3,0.1,0.1,0.3,0.6,0.1,0.5,0.1,0.3,0.3,0.4,0.4,0.3,0.5,0.3,0.4,0.3
3684388535,30095364,1/6/2023,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,2.3,2.6,0.7,0.3,0.1,0.2,0.2,0.1,0,0.2,0.2,0,0,0.1,0.2,0,0.1,0,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0,0,0.1,0.2,0.1,1.6,0.7,0.1,1.1,0.4,0.2,0.4,0.2
3684388535,30095364,1/5/2023,0.1,0.2,0.1,0.1,0,0.1,0.1,0.2,0.1,0.1,2,2.3,0.9,0.4,0.1,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.1,0.3,0.1,0.1,0,0.1,0.6,0.2,0.2,0.2,0.2,0.1,0.4,0.1,0.1,0.3,0.1,0.1,0.1
3684388535,30095364,1/4/2023,0,0.1,0,0,0.3,0,0.1,0,0,0.1,2.2,2.3,1.1,0.3,0.3,0.1,0.3,0.1,0.1,0,0.1,0.3,0,0.1,0,0,0.3,0,0.1,0.1,0,0.3,0.1,1.6,0.7,0.4,0.2,0.3,0.5,0.3,1.7,1.3,0.9,0.4,0.3,0.1,0.1,0
3684388535,30095364,1/3/2023,0,0.3,0.1,0,0.1,0,0.3,0.1,0,0.1,2.3,2.7,1.3,1.1,0.5,0.2,0.3,0.1,0.1,0,0.3,0,0.1,0.1,0,0.3,0,0.1,0.1,0,0.3,0,0.1,0.1,1.1,0.4,0.1,0.4,0.6,0.2,0.3,0.3,0.5,0.3,0.1,0,0,0.3
3684388535,30095364,1/2/2023,0.1,0,0.1,0.1,0.1,0.3,0,0.1,0.1,0.1,0.1,0.3,0,0.1,0,0,0.1,0.2,3.6,2.2,1.5,0.2,0.2,1.7,2.8,3.4,0.9,0.3,2.1,1.1,2.6,2.8,1.4,0.7,0.2,0.2,0.3,1.1,1.6,1.7,2.7,2.5,1.3,0.9,0.1,0.3,0.1,0.1
3684388535,30095364,1/1/2023,0,0,0.1,0.2,0.1,0,0,0.1,0,0.1,1.1,0.9,0.6,0.3,0.5,0.3,0.4,0.3,0.5,0.3,0.1,0,0.1,0,0,0.3,0,0.1,0.1,0,0.1,0,0.1,0.3,0.2,0.4,1.2,0.3,0.6,0.3,0.3,0.1,0.4,0.1,0,0.1,0.1,0.3
3684388535,30095364,12/31/2022,0,0.3,0,0.2,0.2,0.1,0.2,0.2,0.5,0.2,1,0.9,0.6,0.3,0.5,0.6,0.4,0.4,0.3,0.3,0.2,0.3,0.5,0.2,0.3,0.1,0.2,0.2,0.2,0.2,0.4,0,0.2,0.2,0.2,0.1,0.1,0.5,0.2,0.2,0.1,0,0.1,0,0.3,0.1,0,0.1
3684388535,30095364,12/30/2022,0.4,0.4,0.5,0.6,0.3,0.7,0.4,0.4,0.5,0.6,0.5,0.4,1.2,0.4,0.6,0.4,0.8,0.4,0.5,0.3,0.3,0.2,0.1,0.2,0.1,0,0.1,0.1,0,0.3,0,0.5,0.4,0.2,0.2,0.2,0.4,0.1,0.2,0.2,0,0.1,0.3,0,0.1,0,0.1,0.1
3684388535,30095364,12/29/2022,0.5,0.4,0.5,0.8,0.5,0.4,0.6,0.4,0.6,0.6,0.8,0.4,0.6,0.5,0.5,0.5,1.2,0.5,0.5,0.3,0.2,0.2,0.2,0.2,0.1,0,0.1,0.2,0.2,0.3,0.4,0.6,0.6,0.3,0.4,0.3,0.3,0.7,0.3,0.5,0,0.1,0,0,0.4,0.3,0.4,0.3
3684388535,30095364,12/28/2022,0.4,0.7,0.5,1,0.6,0.7,0.6,0.6,0.6,1.2,0.7,0.5,0.7,0.6,1.4,0.6,0.8,0.7,0.4,0.8,0.3,0.5,0.4,0.3,0.2,0.1,0.2,0.2,0.3,0.4,0.5,0.7,0.7,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.1,0.1,0,0.2,0.6,0.3,0.4,0.4
3684388535,30095364,12/27/2022,0.6,0.7,0.5,0.9,0.5,0.6,0.5,0.8,0.5,0.7,0.6,0.7,0.8,0.6,0.6,0.5,0.9,0.4,0.9,0.3,0.5,0.2,0.3,0.4,0.2,0.2,0,0.3,0.4,0.4,0.7,0.7,0.7,0.5,0.4,0.6,0.5,0.8,0.4,0.5,0.1,0,0.3,0.7,0.3,0.5,0.5,0.7
3684388535,30095364,12/26/2022,0.9,0.7,0.7,0.9,0.9,0.8,0.8,0.8,1,0.8,1,0.8,1.2,0.8,0.8,1.4,0.9,1,0.7,0.9,0.6,0.5,0.6,0.6,0.5,0.3,0.6,0.5,0.5,0.7,0.6,1.2,0.9,0.6,0.7,0.7,0.7,1,0.6,0.7,0,0.3,0.4,0.5,0.8,0.4,0.7,0.4
3684388535,30095364,12/25/2022,0.8,1,0.9,1.3,1,0.9,1.1,0.9,1,1.2,2.7,2.5,2.6,2.2,1.7,1.7,1.8,1,1,1.3,1,0.8,0.9,0.8,0.6,0.4,0.5,0.6,0.7,0.7,0.8,0.8,0.5,0.9,0.6,0.7,0.6,0.9,0.9,0.6,0.1,0.1,0,0.2,0.7,0.4,0.7,0.5
3684388535,30095364,12/24/2022,1.1,1,0.9,1.1,1,1.1,1,1.1,0.9,0.9,3.8,3,2.8,2.7,1.9,0.9,1.8,1.6,1.7,1.6,1.2,1,1.1,1,1,1.2,1,0.8,0.8,0.8,1,1,0.9,1,0.8,0.9,0.9,1,1.2,0.8,0.2,0,0.3,0.5,0.8,0.7,0.8,1.1
3684388535,30095364,12/23/2022,0.2,0.2,0.4,0.1,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.6,0.3,0.3,0.2,0.4,0.2,0.2,0.6,0.3,0.3,0.2,0.2,0.3,0.5,0.4,0.4,0.5,0.8,1.2,0.8,1,0.6,1,0.8,0.8,1,0.9,0.5,0.8,0.8,0.8,1,0.8,1.2
3684388535,30095364,12/22/2022,0.8,0.6,0.4,0.7,0.5,0.7,0.4,0.8,0.4,0.7,2.7,2.7,0.8,0.5,1,0.9,0.8,0.8,0.7,1,0.6,2.5,1.7,0.5,0.7,0.7,0.7,0.6,0.5,0.8,0.5,0.9,1.8,0.3,0.1,0.3,0.1,0.1,0,0.3,0.5,0.4,0.3,0.3,0.5,0.2,0.1,0.2
3684388535,30095364,12/21/2022,0.6,0.8,0.8,0.6,0.6,0.6,0.7,1.1,0.5,0.7,2.6,3.5,1.1,0.8,1,0.6,0.6,0.5,0.5,0.6,0.4,0.4,0.3,0.2,0.4,0.2,0.3,0.2,0.3,0.5,0.4,0.7,0.8,0.7,0.8,0.8,0.7,1.5,0.4,0.5,0.4,0.9,3,1.6,0.8,0.4,0.4,0.6
3684388535,30095364,12/20/2022,0.6,0.5,0.9,0.6,0.7,0.5,0.7,0.7,0.9,0.8,2.6,1.7,0.7,0.5,0.9,0.8,0.9,0.6,0.9,0.7,0.7,0.5,0.7,0.3,0.4,0.4,0.5,0.6,0.7,0.5,0.7,0.7,1.1,0.6,0.6,0.8,0.6,0.9,0.9,0.5,0.5,0.3,0.5,0.3,0.4,0.6,0.5,0.6
3684388535,30095364,12/19/2022,0.5,0.5,0.5,0.8,0.6,0.7,0.7,0.5,0.7,0.8,2.7,2.5,1,0.8,0.4,0.7,0.4,0.7,0.5,0.7,0.3,0.4,0.3,0.4,0.6,0.4,0.6,0.3,0.5,0.4,0.6,0.7,0.7,0.7,0.4,0.8,0.5,1.4,1,0.6,0.1,0.4,0.3,0.3,0.4,0.8,0.6,0.5
3684388535,30095364,12/18/2022,0.1,0.2,0.4,0.4,0.3,0.3,0.5,0.6,0.3,0.5,1.4,0.9,0.9,0.6,1.3,2.1,1.9,0.7,0.7,0.3,0.4,0.7,0.5,0.4,0.3,0.7,0.2,0.2,0.5,0.3,0.3,1.4,1.8,0.8,1.6,1.8,2.5,1.1,0.6,0.8,2,1.2,0.5,0.1,0.1,0.2,0.6,0.3
3684388535,30095364,12/17/2022,0.3,0.5,0.3,0.4,0.5,0.5,0.7,0.4,0.5,0.3,1.5,0.9,1.1,0.7,0.6,1.2,0.4,0.5,0.4,0.2,0.4,2.4,2.6,1.9,0.7,1.8,2.7,1.5,0.3,0.5,0.6,2.9,3.7,2.1,0.6,0.5,1.7,0.9,0.4,0.7,0.6,0.3,0.3,0.3,0.4,0.3,0,0.1
3684388535,30095364,12/16/2022,0.3,0.6,0.4,0.3,0.7,0.3,0.5,0.3,0.5,0.3,2.2,1.3,0.4,0.4,0.3,0.4,0.6,0.3,0.4,0.3,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.3,0.4,0.3,0.4,0.6,0.6,0.9,1.1,0.3,0.6,0.7,0.6,0.6,0.2,0.2,0.4,0.1,0.2,0.1,0.4,0.5
3684388535,30095364,12/15/2022,0.3,0.5,0.3,0.9,0.3,0.5,0.3,0.6,0.3,0.7,2.4,3,1.1,0.5,0.2,0.3,0.6,0.3,0.5,0.3,0.6,0.4,0.7,0.3,0.5,0.3,0.6,0.4,0.3,0.5,0.5,1,1.2,0.7,1.2,1.2,0.2,0.2,0.2,0.4,0.1,0.4,0.4,0.2,0.3,0.3,0.4,0.6
3684388535,30095364,12/14/2022,0.5,0.6,0.5,0.7,0.6,0.7,0.6,0.6,0.7,0.8,2.2,1.8,0.8,1.1,0.7,0.7,0.9,0.4,0.6,0.5,0.7,0.6,0.4,0.6,0.3,0.5,0.4,0.3,0.4,0.3,0.3,1,1.2,0.8,0.9,1,0.4,0.6,0.5,0.4,0.6,1.1,0.2,0.8,0.5,0.4,0.6,0.3
3684388535,30095364,12/13/2022,0.3,0.4,0.7,0.4,0.5,0.3,0.5,0.3,0.7,0.3,2.1,1.3,0.6,0.3,0.6,0.2,0.5,0.3,0.6,0.3,0.2,0.2,0.2,0.4,0,0.3,0.2,0.2,0.2,0.5,0.3,0.6,0.7,1.2,1.4,0.8,0.3,0.5,1.2,0.5,0.1,0.1,0.3,0.2,0.5,0.5,0.3,0.8
3684388535,30095364,12/12/2022,0.1,0.4,0.3,0.3,0.3,0.6,0.3,0.5,0.4,0.4,2,1.1,0.5,0.2,0.4,0.3,0.6,0.3,0.3,0.4,0.3,0.6,0.3,0.4,0.3,0.5,0.5,0.5,0.3,0.4,0.3,0.7,1.2,1,0.8,0.9,0.3,0.4,2.1,2.3,0.7,0.2,0.2,0.4,0.3,0.4,0.3,0.5
3684388535,30095364,12/11/2022,0.3,0.5,0.3,0.3,0.6,0.4,0.3,0.6,0.3,0.3,1.4,0.9,0.6,0.6,0.6,1.6,0.4,1.4,1.9,0.9,0.7,0.3,0.6,0.3,0.3,0.4,2.2,1.3,0.7,0.5,0.4,0.5,1.4,0.5,0.3,0.5,0.5,0.3,0.4,0.6,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
3684388535,30095364,12/10/2022,0.3,0.4,0.5,0.4,0.5,0.3,0.5,0.4,0.6,0.7,1.4,1.1,0.7,1.1,0.8,0.7,2.2,0.7,0.6,3.3,2.8,2.4,1.5,0.6,0.1,0.5,0.1,1.8,0.4,0.9,0.8,0.7,1,1.1,0.8,1.1,0.3,0.2,0.4,0.2,1.7,2.1,0.9,0.2,0.1,0.1,0.5,0.3
3684388535,30095364,12/9/2022,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.3,2.2,2.4,0.6,0.4,0.2,0.1,0.2,0.2,0.4,0.1,0.1,0,0.1,0.3,0,0.1,0,0.2,0.4,0.2,0.3,0.6,0.6,0.9,0.5,0.5,0.4,0.4,0.6,0.5,0.4,1.8,1.1,0.4,1.2,0.3,0.4,0.1
3684388535,30095364,12/8/2022,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,1.9,2.5,0.8,0.2,0.5,0.2,0.3,0.1,0,0.1,0.1,0.2,0.1,0.1,0,0.1,0.1,0.3,0.1,0,0.1,0.4,0.6,0.5,0.2,0.3,1.5,0.5,0.3,0.8,1,0.7,0.5,0.1,0.1,0.1,0.3,0.1
3684388535,30095364,12/7/2022,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.1,0.2,2.4,2.7,1,0.4,0.3,0.1,0.1,0,0.2,0.1,0,0.1,0.2,0,0.2,0,0.2,0,0.2,0.1,0.2,0.5,0.3,0.7,1.2,0.9,0.2,0.4,0.3,0.5,0.9,0.4,0.6,0.3,0.2,0.1,0.3,0.1
3684388535,30095364,12/6/2022,0.3,0.5,0.6,0.5,0.3,0.3,0.7,0.3,0.5,0.3,1.2,0.5,0.4,0.2,0.5,0.2,0.5,0.3,0.3,0.4,0.4,0.3,0.2,0.3,0.6,0.2,0.2,0.3,0.5,0.3,0.4,0.6,0.6,0.3,0.3,0.5,0.5,0.9,0.4,0.6,0.2,0.8,0.5,0.2,0.2,0.1,0.1,0.3
3684388535,30095364,12/5/2022,0.5,0.5,0.3,0.7,0.4,0.5,0.5,0.8,0.4,0.6,3.1,2.6,1,0.8,0.3,0.5,0.6,0.6,0.8,0.5,0.5,0.2,0.4,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.8,0.7,0.3,1.3,0.9,0.2,0.7,0.5,0.3,0.4,1.7,0.5,0.1,0.1,0.5,0.2,0.3
3684388535,30095364,12/4/2022,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.6,0.7,0.4,0.6,0.8,0.6,2.7,2,0.9,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.3,0.5,0.3,0.4,0.4,0.4,0.4,0.6,0.5,0.6,0.5,0.4,0.4,0.6,0.4,0.1,0.1,0.2,0.1,0.1,0.3,0.3
3684388535,30095364,12/3/2022,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.3,0.2,0.5,1.1,0.9,0.5,0.3,0.5,0.6,1.2,0.9,0.8,0.7,0.6,0.2,0.2,0.3,0.5,1.7,2.1,0.9,0.5,0.3,0.3,0.3,0.2,0.2,0.4,0.6,1.3,1.5,1.5,0.6,0.3,0.4,0.6,0.2,0.2,0.3,0.1,0.1
3684388535,30095364,12/2/2022,0.3,0.5,0.4,0.9,0.5,0.5,0.4,0.6,0.4,0.6,2.4,0.9,0.9,0.6,0.5,0.9,0.5,0.5,0.6,0.5,0.7,0.4,0.3,0.3,0.3,0.5,0.4,0.5,0.3,0.4,0.5,0.9,0.8,0.5,0.4,0.4,0.3,0.7,0.6,0.6,0.4,0.6,0.8,1.7,1.6,0.9,0.6,0.3
3684388535,30095364,12/1/2022,0.2,0.3,0.2,0.5,0.3,0.3,0.3,0.3,0.4,0.7,2.5,1.8,0.9,0.3,0.7,0.3,0.3,0.5,0.2,0.2,0.2,0,0.4,0.1,0.1,0.2,0.1,0.3,0.3,0.3,0.3,0.6,0.7,0.7,0.5,0.3,0.5,0.3,0.4,0.7,0.1,0.2,0.2,0.2,0.4,0.4,0.3,0.5
3684388535,30095364,11/30/2022,0.1,0.1,0.1,0.3,0.1,0.2,0.2,0.2,0.4,0.3,2.5,1.4,0.8,0.3,0.4,0.1,0.2,0.2,0.3,0.2,0.3,0.2,0.1,0.4,0.2,0.1,0.2,0,0.3,0.3,0.1,0.5,0.9,1.5,0.5,0.3,2.2,1.4,0.8,1.8,2.2,1.5,0.9,0.1,0.1,0.1,0.3,0.3
3684388535,30095364,11/29/2022,0.1,0.1,0.3,0.3,0.2,0.3,0.2,0.3,0.6,0.3,1.8,0.7,0.5,0.4,0.5,0.5,0.6,0.4,0.5,0.4,0.4,0.6,0.4,0.4,0.3,0.3,0.4,0.3,0.3,0.4,0.5,0.6,0.6,0.7,2.4,0.8,0.5,1.7,1.1,0.4,0.9,0.6,0.5,0.1,0.1,0.1,0.3,0.1
3684388535,30095364,11/28/2022,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,2,2.1,0.7,0.2,0.2,0.1,0.1,0.3,0.1,0.1,0,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.3,0.3,1.5,1.5,2.1,2.4,1.6,0.6,0.6,0.3,0.3,0.3,0.1,0.1,0.3,0.1,0.1
3684388535,30095364,11/27/2022,0.2,0.1,0,0.1,0.2,0.4,0.2,0.1,0.3,0.2,1.1,0.8,0.9,0.3,0.6,0.3,0.5,0.3,0.3,0.7,0.4,0.4,0.3,0.3,0.4,0.3,0.2,0.5,0.4,0.2,0.2,0.2,0.2,0.3,0.5,0.2,0.1,0.2,0.4,0.7,0.5,0.4,0.4,0.4,0.3,0.1,0.1,0.1
3684388535,30095364,11/26/2022,0.2,0.1,0.2,0.3,0.3,0.3,0.5,0.3,0.3,0.4,1.1,0.8,1,0.7,0.6,0.5,0.5,0.5,0.3,0.2,0.4,0.1,0.2,0.1,0,0.1,0.1,0.4,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.1,0,0.2,0.1,0,0.1,0.1,0
