Account No,Recorder ID,Date,12:30 AM kWH,1:00 AM kWH,1:30 AM kWH,2:00 AM kWH,2:30 AM kWH,3:00 AM kWH,3:30 AM kWH,4:00 AM kWH,4:30 AM kWH,5:00 AM kWH,5:30 AM kWH,6:00 AM kWH,6:30 AM kWH,7:00 AM kWH,7:30 AM kWH,8:00 AM kWH,8:30 AM kWH,9:00 AM kWH,9:30 AM kWH,10:00 AM kWH,10:30 AM kWH,11:00 AM kWH,11:30 AM kWH,12:00 PM kWH,12:30 PM kWH,1:00 PM kWH,1:30 PM kWH,2:00 PM kWH,2:30 PM kWH,3:00 PM kWH,3:30 PM kWH,4:00 PM kWH,4:30 PM kWH,5:00 PM kWH,5:30 PM kWH,6:00 PM kWH,6:30 PM kWH,7:00 PM kWH,7:30 PM kWH,8:00 PM kWH,8:30 PM kWH,9:00 PM kWH,9:30 PM kWH,10:00 PM kWH,10:30 PM kWH,11:00 PM kWH,11:30 PM kWH,12:00 AM kWH
3684388535,30095364,11/25/2022,0.2,0.2,0.2,0.5,0.2,0.3,0.3,0.2,0.3,0.2,0.4,0.2,0.2,0.2,0.3,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0,0.1,0,0.2,0.5,0.6,0.4,0.3,0.3,0.2,0.2,0.2,0.4,0.1,0.1,0,0.1,0.1,0,0.1,0.4
3684388535,30095364,11/24/2022,0.3,0.2,0.3,0.4,0.3,0.4,0.3,0.3,0.5,0.4,0.8,0.3,0.5,0.3,0.6,0.3,0.7,0.3,0.3,0.2,0.1,0.2,0,0.3,0,0.1,0.1,0.2,0.2,0.1,0.4,0.5,0.4,0.4,0.3,0.2,0.2,0.5,0.2,0.3,0.2,0,0.1,0.1,0.2,0.1,0.2,0.1
3684388535,30095364,11/23/2022,0.4,0.3,0.3,0.5,0.3,0.4,0.3,0.4,0.5,0.5,2.8,2,1,0.9,0.6,0.7,0.5,0.4,0.5,0.3,0.3,0.3,0.3,0.7,1.2,0.6,1.9,1.5,0.9,0.3,0.2,0.1,0.5,0.1,0.2,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0,0.1,0.3,0.2,0.2,0.3
3684388535,30095364,11/22/2022,0.5,0.5,0.4,0.4,0.5,0.3,0.6,0.6,0.5,0.5,2.4,1.9,1.3,0.5,0.7,0.3,0.5,0.5,0.3,0.2,0.3,0.2,0.3,0.1,0,0.1,0.2,0.2,0.4,0.1,0.2,0.6,0.5,0.3,0.5,0.5,0.4,0.3,0.4,0.4,0.2,0.4,0.2,1,0.1,0.6,0.8,0.2
3684388535,30095364,11/21/2022,0.3,0.5,0.4,0.9,0.5,0.7,0.5,0.7,0.5,1,1.9,1.2,1.7,1.6,0.8,0.5,0.6,0.6,0.5,0.2,0.3,0.3,0.4,0.2,0.2,0.2,0.3,0.6,0.4,0.3,0.3,0.8,0.7,0.5,0.7,0.5,0.4,0.6,0.4,0.7,0.2,0.1,0.3,0.2,0.2,0.4,0.5,0.3
3684388535,30095364,11/20/2022,0.3,0.1,0.4,0.5,0.3,0.6,0.3,0.4,0.5,0.3,1.7,1.2,0.8,0.6,0.7,3.1,2.8,3.9,1.1,0.6,0.3,0.7,0.3,0.3,0.3,0.3,0.7,0.6,0.5,0.5,0.9,2.5,1.2,0.9,2.5,3.1,2.2,1,1.8,1.2,0.4,0.7,0.8,0.2,0.1,0.1,0.3,0.3
3684388535,30095364,11/19/2022,0.5,0.4,0.5,0.6,0.3,0.6,0.4,0.5,0.6,0.7,1.4,1.1,0.8,1.2,3,1.4,0.8,0.6,0.6,0.4,0.7,0.2,0.5,0.8,0.4,0.2,0.4,0.5,0.4,0.5,0.4,1.7,1.1,0.5,0.3,0.3,0.2,0.4,0.5,2.2,2.1,1.9,1.4,0.3,0.1,0.1,0.3,0.1
3684388535,30095364,11/18/2022,0.4,0.6,0.5,0.6,0.7,0.6,0.6,0.6,0.7,0.7,1.8,1,0.8,0.6,0.4,2,0.6,0.7,0.3,0.2,0.2,0.5,0.3,0.1,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.8,0.9,2.3,1.6,1.1,0.5,0.4,0.4,1.8,0.5,0.2,0.5,0.5,0.1,0.1,0.5,0.3
3684388535,30095364,11/17/2022,0.2,0.2,0.2,0.2,0.5,0.4,0.3,0.2,0.4,0.4,2,0.9,1.2,0.8,0.5,0.6,0.3,0.3,0.1,0.4,0.1,0.2,0.1,0.1,0.2,0.3,0.2,0.3,0.3,0.3,1.1,1.2,0.9,1.9,0.8,1,2.2,3.3,2,1,0.3,0.3,0.1,0.1,0.1,0.1,0.5,0.5
3684388535,30095364,11/16/2022,0.3,0.4,0.6,0.3,0.4,0.4,0.4,0.4,0.6,0.4,1.7,0.7,1.3,0.9,0.5,0.3,0.4,0.2,0.3,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0,0.2,0.4,0.1,0.2,0.6,0.6,0.3,0.6,0.9,0.6,1.6,0.6,0.4,0.6,0.5,0.3,0.2,0.3,0.2,0.4,0.2
3684388535,30095364,11/15/2022,0.5,0.3,0.5,0.3,0.4,0.5,0.7,0.5,0.4,0.5,1.7,1.7,1.6,0.5,0.5,0.6,0.3,0.5,0.4,0.4,0.4,0.3,0.3,0.4,0.5,0.3,0.4,0.3,0.3,0.4,0.5,0.6,0.7,0.4,0.4,0.8,1.6,0.7,0.6,0.4,0.2,0.4,0.2,0.1,0.3,0.5,0.3,0.3
3684388535,30095364,11/14/2022,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,1.5,1.7,0.8,0.1,0.3,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,1.5,1.3,1,0.6,0.9,0.4,0.1,0.4,0.1,0.3,0.2,0.3,0.4
3684388535,30095364,11/13/2022,0.1,0.1,0.1,0.3,0.1,0.1,0,0.1,0.1,0.1,0.3,0,0.1,0.1,0.3,0.3,0.2,0.2,2.2,1.2,0.4,0.1,0.1,0.1,0.3,0.1,0.5,0.1,0.1,0.4,0.1,0.2,0.1,0.4,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.9,0.4,0.1,0.1,0.4,0.1,0.1
3684388535,30095364,11/12/2022,0,0.1,0.1,0,0.1,0.2,0.1,0.1,0,0.1,0,0.1,0.3,0,0.1,1.1,1.6,0.5,0.2,0.1,0.1,0.1,0.1,0.6,0.2,0.4,0.1,0.3,0,0.1,0.1,1.3,1.5,2.2,1.4,0.6,1.4,1.4,1.7,1.5,1.3,0.5,0.1,0.1,0.1,0.1,0.3,0.1
3684388535,30095364,11/11/2022,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.1,0.3,1,0.8,1.5,1.6,1.1,1.8,1.9,1.7,1.1,0.2,0.5,0.2,0.3,0.3,0.2,0.5,0.3,0.2,0.6,0.3,0.3,0.4,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.3
3684388535,30095364,11/10/2022,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.2,0.2,0.1,1.4,0.6,1.2,0.5,0.3,0.3,0.1,0,0.3,0.1,0,0.1,0.1,0,0.3,0.1,0,0.1,0.1,0.3,0.6,1.5,0.7,0.4,0.8,0.8,0.4,0.4,0.1,0.2,0.2,0.8,0.5,0.2,0.2,0.2,0.4,0.2
3684388535,30095364,11/9/2022,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,1.4,1.5,0.6,0.1,0,0.3,0,0.1,0.1,0.2,0.1,0,0.1,0.1,0.2,0.1,0,0.1,0.1,0,0.3,0,0.1,0.2,0.2,0.5,0.9,0.2,0.3,0.2,0.5,0.3,0.2,0.2,0.2,0.2,0.3,0.2
3684388535,30095364,11/8/2022,0.1,0.1,0.1,0.1,0,0.3,0.1,0.1,0.1,0,1.2,0.4,0.3,0.2,0.2,0.2,0.4,0.1,0.2,0.2,0.1,0.4,0.1,0.2,0.2,0.1,0.2,0.3,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1
3684388535,30095364,11/7/2022,0.2,0.2,0.2,0.4,0.2,0.1,0.2,0.2,0.2,0.2,1.4,0.5,1.2,0.8,0.4,0.2,0.2,0.2,0.3,0.2,0.1,0.2,0.2,0.3,0.4,0.3,0.2,0.2,0.1,0.4,0.2,0.1,0.7,0.6,0.5,0.7,0.3,1.6,0.5,0.8,0.8,0.4,0.5,0.3,0.1,0.2,0.1,0.2
3684388535,30095364,11/6/2022,0.2,0.2,0.5,0.6,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.1,0.6,0.8,3,2.1,1.3,0.9,1,0.8,0.6,0.5,0.7,0.3,0.5,0.3,0.2,0.6,0.4,0.2,0.4,0.6,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.6,0.3,0.4,0.4,0.2
3684388535,30095364,11/5/2022,0.3,0.2,0.3,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.1,0.2,0.1,0.1,0.7,0.9,0.8,0.7,1,0.6,0.7,0.5,2.7,1.5,0.6,0.6,0.5,1.1,1.7,1.5,0.5,1.6,2.5,1.5,0.6,0.7,1.4,2.2,0.7,0.8,0.8,0.4,0.4,0.3,0.3
3684388535,30095364,11/4/2022,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,2,0.8,0.3,1.2,0.4,0.1,0.2,0,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.6,0.2,0.3,0.4,0.2,0.2,0.1,0.2,0.2,3.4,1.7,1.2,0.2,0.9,2.6,1.6,0.8,0.6,0.3,0.5,0.3
3684388535,30095364,11/3/2022,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,1.9,0.9,1.9,0.6,0.8,0.5,0.4,0.1,0,0.1,0.1,0.2,0.1,0.1,0,0.1,0.3,0.1,0.1,0,0.1,0.1,0.1,0.4,0.1,0.1,0.2,0.1,0.2,0.7,0.3,0.2,0.3,0.1,0.1,0.1,0.1,0.3
3684388535,30095364,11/2/2022,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,1.8,1,1.2,0.7,0,0.1,0.3,0,0.1,0,0.1,0.3,0,0.1,0,0.1,0.1,0.3,0.1,0,0.1,0.1,0,0.3,0.2,0.1,0.1,1.7,0.6,0.4,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.1
3684388535,30095364,11/1/2022,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1,1,0.3,0.1,0.4,0.2,0.2,0.2,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.2,0.1,0.2,0.1,0.3,0.1,1,0.5,0.1,0.8,0.3,0.2,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.4,0.1
3684388535,30095364,10/31/2022,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,1.9,0.7,1.1,0.4,0.3,0.1,0.1,0.2,0.1,0,0.1,0.2,0,0.1,0,0.1,0,0.2,0.1,0,0.1,0.1,0,0.3,0,0.7,0.5,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.1
3684388535,30095364,10/30/2022,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.6,0.9,3.1,0.8,0.9,0.4,0.3,0.1,0.1,0,0.3,0,0.1,0.1,0,0.1,0.2,0,0.1,0,0.9,1.3,0.5,0.4,0.4,2.4,2.4,1.4,0.9,0.1,0.1,0.1,0.1,0.1
3684388535,30095364,10/29/2022,0,0.1,0,0,0.1,0,0.3,0.1,0,0.1,0,0,0.1,0.2,0.1,0.1,0,0.1,0,0.1,0.3,0,0.1,0,0,0.1,0,0.3,0,0,0.1,0,0.1,0.1,0,0.3,0,0,0.2,0.1,0.3,0.1,0.2,0.3,0.2,0.1,0.1,0.1
3684388535,30095364,10/28/2022,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,2,1,1.8,0.3,0.3,0.1,0,0.3,0,0.1,0.1,0,0.3,0,0.1,0.1,0,0.1,0.2,0.1,0.6,0.4,0.4,0.5,0.4,0.1,0,0,0.1,0,0.3,0.1,0,0.1,0.1,0,0,0.3
3684388535,30095364,10/27/2022,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,2.1,1.6,1.1,0.3,0,0.1,0.3,0,0.1,0,0.1,0.2,0,0.1,0,0.1,0.3,0.1,0,0.1,0.1,0.9,0.5,0.2,0.2,0.1,0.3,0.1,0.1,1.2,0.7,0.1,0.3,0.1,0.1,0.1,0.1,0.3
3684388535,30095364,10/26/2022,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0,0.1,0.3,1.9,0.9,1.3,0.7,0.3,0.1,0.3,0,0.1,0,0.2,0.1,0,0,0.1,0,0.2,0.1,0,0,0.1,0,0.3,0.2,0.1,0.4,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.3,0.1,0.1,0.1,0.1
3684388535,30095364,10/25/2022,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,2,0.7,0.3,0.1,0.5,0.2,0.2,0.2,0.3,0.2,0.1,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.2,0.3,0.1,0.2,0.4,0.2,0.3,0.2,0.2,0.4,0.8,0.4,0.5,0.5,0.4,0.1,0.1
3684388535,30095364,10/24/2022,0.3,0.1,0.1,0.1,0,0.1,0.1,0.2,0.1,0.1,1.8,0.7,1.1,0.4,0.3,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.7,1.1,0.5,0.3,0.3,0.2,0.1,0.4,0.4,0.1,0.1,0.1,0.1,0.3,0.1
3684388535,30095364,10/23/2022,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0,0.1,0.3,0.1,2.2,2.3,1.5,0.6,0.1,0.1,0.1,0.3,0.1,0.1,1.6,0.9,0.5,2,1.3,0.3,0.4,1.2,0.8,0.4,0.8,0.4,0.2,0.1,0.4,0.2,0.3,0.1,0.1,0.1,0.1
3684388535,30095364,10/22/2022,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.3,0.4,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.2,1.1,2.5,1,0.5,1.1,3.2,1.5,0.2,1.1,2,1,0.5,0.2,0.2,0.2,0.2,1.8,1.9,0.9,0.1,0.1,0.1
3684388535,30095364,10/21/2022,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,1.7,0.8,1.3,0.6,0.3,0.1,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.5,0.4,0.1,0.1,0.1,0.3,1.1,0.7,0.5,0.7,0.4,0.2,0.3,0.1
3684388535,30095364,10/20/2022,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,1.9,0.8,0.9,1.1,0.3,0,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,1,0.1,0.5,0.6,0.3,0.1,0.1
3684388535,30095364,10/19/2022,0.3,0,0.1,0.1,0,0.1,0.2,0,0.1,0,1.7,0.6,1.1,0.7,0.3,0,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.9,0.4,0.4,1.5,0.9,0.6,0.6,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.3
3684388535,30095364,10/18/2022,0.1,0,0.1,0,0.1,0.3,0.1,0.1,0,0.1,1.8,0.6,0.3,0.1,0.2,0.4,0.2,0.1,0.2,0.4,0.2,0.2,0.2,0.2,0.1,0.4,0.1,0.2,0.1,0.2,0.1,0.1,0.4,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.1,0.6,2,1.2,0.7,0.1,0,0.1
3684388535,30095364,10/17/2022,0,0.1,0.1,0,0.1,0.3,0,0.1,0,0.1,1.6,0.6,1.6,0.4,0.1,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.3,0.2,0.4,0.1,0,0.1,0.3,0.1
3684388535,30095364,10/16/2022,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.3,1.3,2.2,0.7,0.8,0.5,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.9,0.6,0.9,0.6,1.5,0.1,0.1,0.1,0.3,0.1,0.1,0.4,0.1,0,0.1,0.1,0,0.3
3684388535,30095364,10/15/2022,0.1,0.1,0,0.1,0,0.1,0.3,0,0.1,0,0.1,0.4,0.1,0.3,0,0.1,0.1,0,0.3,0.1,0.1,1.4,1.1,0.5,0.5,0.2,0.3,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.7,0.2,0.1,0.2,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1
3684388535,30095364,10/14/2022,0,0.1,0.1,0,0.1,0,0.3,0.1,0,0.1,1.6,0.7,1.2,0.7,0.1,0.1,0.4,0,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.2,0.4,0.1,0.2,0.2,0.1,0.2,0.9,1.6,0.8,0.8,0.6,0.4,0.4,0.2,0.2,0.4,0.1,0.1,0.2,0.1,0.3
3684388535,30095364,10/13/2022,0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,1.5,0.7,0.4,1.1,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.9,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0,0.1,0.1,0,0.3
3684388535,30095364,10/12/2022,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,1.5,0.6,0.7,0.8,0.1,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.2,0.1,0.3,0.8,1,1.3,0.9,0.3,1.1,2.6,1.4,1.4,0.5,0.4
3684388535,30095364,10/11/2022,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,1.6,0.6,0,0.3,0.1,0.2,0.2,0.4,0.2,0.1,0.2,0.2,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.1,0.2,0.1,0.7,1.1,0.5,0.5,0.8,0.9,0.3,0.2,0.8,0.3,0.1,0.1,0.1,0.3,0.1
3684388535,30095364,10/10/2022,0.1,0,0.1,0.1,0,0.3,0.1,0,0.1,0,0,0.3,0,0.1,0.1,0.7,1,0.7,0.5,0.6,0.6,1,0.5,0.1,0.4,0.1,0.1,0.2,0.2,0.5,0.2,0.2,0.2,0.3,0.3,0.4,0.2,0.2,0.1,0.2,0.2,0.1,0.4,0.1,0.1,0.3,0.1,0.1
3684388535,30095364,10/9/2022,0.1,0,0.1,0.2,0.1,0,0.1,0.1,0,0.3,0,0.1,0.1,0,0.1,0.1,0.5,0.1,0.9,1.6,0.4,0.3,0.1,0.1,0.3,0.1,1.2,1.2,1.5,0.5,0.8,1,1.4,2.1,1.8,0.5,0.1,0.3,0.1,0.1,0.2,1.2,0.5,0.1,0.2,0.1,0.1,0.2
3684388535,30095364,10/8/2022,0.1,0.2,0.1,0.2,0.1,0.1,0,0.1,0.1,0,0.4,0.4,0,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.9,0.8,1.3,2.6,1.4,0.9,1.4,1.8,0.7,0.8,1.9,1,0.6,0,0.1
3684388535,30095364,10/7/2022,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.9,0.5,0.1,0.3,0.2,0.5,0.2,0.2,0.1,0.2,0.3,0.2,0.2,0.2,0.3,0.5,0.2,0.7,0.5,0.5,0.4,1,0.4,0.1,0.1,0.3,0.1,0.1,0.6,0.1,0.1,0.4,0.2,0.1,0.2,0.1,0.1,0
3684388535,30095364,10/6/2022,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.9,0.8,0.5,1.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.1,0.7,1.1,0.4,0.4,0.9,0.3,0.1,0.4,0.1,0.2,0.2,0.4,0.1,0.1,0.1,0.1
3684388535,30095364,10/5/2022,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.9,0.9,0.5,1.1,0,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0.3
